id,created_at,product_id,product_name,product_sku,supplier_id,supplier_name,quantity_on_hand,quantity_reserved,quantity_available,minimum_stock_level,reorder_point,optimal_stock_level,reorder_quantity,average_daily_usage,last_order_date,last_stock_count_date,unit_cost,total_value,expiration_date,batch_number,warehouse_location,shelf_location,stock_status,is_active,last_updated_at,notes,created_by_id
3e01d813-34f4-4d06-a9e7-0136ff13fbf7,2025-09-27 18:12:56.423905,PROD-04A6B43E,Pastel de frutas,SKU-929540,SUP-1B149770,Comercial Parejo & Asociados S.L.,4378,244,4134,190,275,583,505,30.12,2025-07-31,2025-10-14,93.02,331430.26,2026-03-08,BATCH-5376-22,Almacén Sur,Pasillo-13-Estante-9-Nivel-1,3,True,2025-10-01,Producto de alta rotación,bae892d8-0f9e-4d43-bdcf-953c592db277
ffb81ff8-2761-48c9-a61e-ad385b44b1b3,2025-09-27 18:12:56.423905,PROD-04A6B43E,Pastel de frutas,SKU-929540,SUP-1B149770,Comercial Parejo & Asociados S.L.,4356,244,4112,190,275,583,505,30.12,2025-07-31,2025-10-14,93.02,331430.26,2026-03-08,BATCH-5376-22,Almacén Sur,Pasillo-13-Estante-9-Nivel-1,3,True,2025-10-02,Producto de alta rotación,bae892d8-0f9e-4d43-bdcf-953c592db277
88abfecb-d899-4fcf-a45d-b92d51c4394a,2025-09-27 18:12:56.423905,PROD-04A6B43E,Pastel de frutas,SKU-929540,SUP-1B149770,Comercial Parejo & Asociados S.L.,4320,244,4076,190,275,583,505,30.12,2025-07-31,2025-10-14,93.02,331430.26,2026-03-08,BATCH-5376-22,Almacén Sur,Pasillo-13-Estante-9-Nivel-1,3,True,2025-10-03,Producto de alta rotación,bae892d8-0f9e-4d43-bdcf-953c592db277
441763bd-47db-495c-881d-1775a5b66fc2,2025-09-27 18:12:56.423905,PROD-04A6B43E,Pastel de frutas,SKU-929540,SUP-1B149770,Comercial Parejo & Asociados S.L.,4286,244,4042,190,275,583,505,30.12,2025-07-31,2025-10-14,93.02,331430.26,2026-03-08,BATCH-5376-22,Almacén Sur,Pasillo-13-Estante-9-Nivel-1,3,True,2025-10-04,Producto de alta rotación,bae892d8-0f9e-4d43-bdcf-953c592db277
8e1c4fa5-7f44-46db-b6bf-a2014957780d,2025-09-27 18:12:56.423905,PROD-04A6B43E,Pastel de frutas,SKU-929540,SUP-1B149770,Comercial Parejo & Asociados S.L.,4263,244,4019,190,275,583,505,30.12,2025-07-31,2025-10-14,93.02,331430.26,2026-03-08,BATCH-5376-22,Almacén Sur,Pasillo-13-Estante-9-Nivel-1,3,True,2025-10-05,Producto de alta rotación,bae892d8-0f9e-4d43-bdcf-953c592db277
4fbf49d1-0086-4454-9135-4505fa7333c0,2025-09-27 18:12:56.423905,PROD-04A6B43E,Pastel de frutas,SKU-929540,SUP-1B149770,Comercial Parejo & Asociados S.L.,4228,244,3984,190,275,583,505,30.12,2025-07-31,2025-10-14,93.02,331430.26,2026-03-08,BATCH-5376-22,Almacén Sur,Pasillo-13-Estante-9-Nivel-1,3,True,2025-10-06,Producto de alta rotación,bae892d8-0f9e-4d43-bdcf-953c592db277
0798cda4-2fa6-4081-bd01-96230f9a8b2c,2025-09-27 18:12:56.423905,PROD-04A6B43E,Pastel de frutas,SKU-929540,SUP-1B149770,Comercial Parejo & Asociados S.L.,4197,244,3953,190,275,583,505,30.12,2025-07-31,2025-10-14,93.02,331430.26,2026-03-08,BATCH-5376-22,Almacén Sur,Pasillo-13-Estante-9-Nivel-1,3,True,2025-10-07,Producto de alta rotación,bae892d8-0f9e-4d43-bdcf-953c592db277
71af5e0e-a3ef-423a-8ac3-2f7ee6233ca0,2025-09-27 18:12:56.423905,PROD-04A6B43E,Pastel de frutas,SKU-929540,SUP-1B149770,Comercial Parejo & Asociados S.L.,4175,244,3931,190,275,583,505,30.12,2025-07-31,2025-10-14,93.02,331430.26,2026-03-08,BATCH-5376-22,Almacén Sur,Pasillo-13-Estante-9-Nivel-1,3,True,2025-10-08,Producto de alta rotación,bae892d8-0f9e-4d43-bdcf-953c592db277
54d5fac2-fbe8-4175-aed3-940ec24ec0b0,2025-09-27 18:12:56.423905,PROD-04A6B43E,Pastel de frutas,SKU-929540,SUP-1B149770,Comercial Parejo & Asociados S.L.,4146,244,3902,190,275,583,505,30.12,2025-07-31,2025-10-14,93.02,331430.26,2026-03-08,BATCH-5376-22,Almacén Sur,Pasillo-13-Estante-9-Nivel-1,3,True,2025-10-09,Producto de alta rotación,bae892d8-0f9e-4d43-bdcf-953c592db277
4c18098e-1d37-4abc-9b37-41075aa84200,2025-09-27 18:12:56.423905,PROD-04A6B43E,Pastel de frutas,SKU-929540,SUP-1B149770,Comercial Parejo & Asociados S.L.,4120,244,3876,190,275,583,505,30.12,2025-07-31,2025-10-14,93.02,331430.26,2026-03-08,BATCH-5376-22,Almacén Sur,Pasillo-13-Estante-9-Nivel-1,3,True,2025-10-10,Producto de alta rotación,bae892d8-0f9e-4d43-bdcf-953c592db277
32d45f41-ceeb-4e97-ba1f-7178fb5fbddf,2025-09-27 18:12:56.423905,PROD-04A6B43E,Pastel de frutas,SKU-929540,SUP-1B149770,Comercial Parejo & Asociados S.L.,4095,244,3851,190,275,583,505,30.12,2025-07-31,2025-10-14,93.02,331430.26,2026-03-08,BATCH-5376-22,Almacén Sur,Pasillo-13-Estante-9-Nivel-1,3,True,2025-10-11,Producto de alta rotación,bae892d8-0f9e-4d43-bdcf-953c592db277
55c2fac6-57fd-4c2d-8156-e1f53c0f214c,2025-09-27 18:12:56.423905,PROD-04A6B43E,Pastel de frutas,SKU-929540,SUP-1B149770,Comercial Parejo & Asociados S.L.,4057,244,3813,190,275,583,505,30.12,2025-07-31,2025-10-14,93.02,331430.26,2026-03-08,BATCH-5376-22,Almacén Sur,Pasillo-13-Estante-9-Nivel-1,3,True,2025-10-12,Producto de alta rotación,bae892d8-0f9e-4d43-bdcf-953c592db277
392b371e-a8c9-4c07-a3fd-51a403d46f0f,2025-09-27 18:12:56.423905,PROD-04A6B43E,Pastel de frutas,SKU-929540,SUP-1B149770,Comercial Parejo & Asociados S.L.,4023,244,3779,190,275,583,505,30.12,2025-07-31,2025-10-14,93.02,331430.26,2026-03-08,BATCH-5376-22,Almacén Sur,Pasillo-13-Estante-9-Nivel-1,3,True,2025-10-13,Producto de alta rotación,bae892d8-0f9e-4d43-bdcf-953c592db277
6935d27a-698c-4713-8213-21473e2a548b,2025-09-27 18:12:56.423905,PROD-04A6B43E,Pastel de frutas,SKU-929540,SUP-1B149770,Comercial Parejo & Asociados S.L.,3997,244,3753,190,275,583,505,30.12,2025-07-31,2025-10-14,93.02,331430.26,2026-03-08,BATCH-5376-22,Almacén Sur,Pasillo-13-Estante-9-Nivel-1,3,True,2025-10-14,Producto de alta rotación,bae892d8-0f9e-4d43-bdcf-953c592db277
66d9fb35-fc49-4a8d-90dc-7df71a7915db,2025-09-27 18:12:56.423905,PROD-04A6B43E,Pastel de frutas,SKU-929540,SUP-1B149770,Comercial Parejo & Asociados S.L.,3973,244,3729,190,275,583,505,30.12,2025-07-31,2025-10-14,93.02,331430.26,2026-03-08,BATCH-5376-22,Almacén Sur,Pasillo-13-Estante-9-Nivel-1,3,True,2025-10-15,Producto de alta rotación,bae892d8-0f9e-4d43-bdcf-953c592db277
5307381e-c7ce-4067-b34b-9ccc94fbae95,2025-09-27 18:12:56.423905,PROD-04A6B43E,Pastel de frutas,SKU-929540,SUP-1B149770,Comercial Parejo & Asociados S.L.,3942,244,3698,190,275,583,505,30.12,2025-07-31,2025-10-14,93.02,331430.26,2026-03-08,BATCH-5376-22,Almacén Sur,Pasillo-13-Estante-9-Nivel-1,3,True,2025-10-16,Producto de alta rotación,bae892d8-0f9e-4d43-bdcf-953c592db277
