id,created_at,product_id,product_name,product_sku,supplier_id,supplier_name,quantity_on_hand,quantity_reserved,quantity_available,minimum_stock_level,reorder_point,optimal_stock_level,reorder_quantity,average_daily_usage,last_order_date,last_stock_count_date,unit_cost,total_value,expiration_date,batch_number,warehouse_location,shelf_location,stock_status,is_active,last_updated_at,notes,created_by_id
6a5d7ba2-5226-4150-a978-94fcfaf57b28,2025-07-14 02:12:56.423905,PROD-27347AEF,Licor de cacao,SKU-739710,SUP-877FCD8B,Restauración Castellana S.A.,1763,397,1366,42,71,430,441,14.52,2025-06-19,2025-10-04,388.5,544288.5,2026-09-16,BATCH-2677-87,Almacén Oeste,Pasillo-15-Estante-8-Nivel-2,3,False,2025-10-01,Producto de alta rotación,bee4965f-195f-4f7d-930b-3fc4fb56b37b
2f8a87d2-5d11-4cf0-ac24-c366fc4ca88e,2025-07-14 02:12:56.423905,PROD-27347AEF,Licor de cacao,SKU-739710,SUP-877FCD8B,Restauración Castellana S.A.,1745,397,1348,42,71,430,441,14.52,2025-06-19,2025-10-04,388.5,544288.5,2026-09-16,BATCH-2677-87,Almacén Oeste,Pasillo-15-Estante-8-Nivel-2,3,False,2025-10-02,Producto de alta rotación,bee4965f-195f-4f7d-930b-3fc4fb56b37b
e0a017ed-ac60-4c06-946b-27477515b53c,2025-07-14 02:12:56.423905,PROD-27347AEF,Licor de cacao,SKU-739710,SUP-877FCD8B,Restauración Castellana S.A.,1728,397,1331,42,71,430,441,14.52,2025-06-19,2025-10-04,388.5,544288.5,2026-09-16,BATCH-2677-87,Almacén Oeste,Pasillo-15-Estante-8-Nivel-2,3,False,2025-10-03,Producto de alta rotación,bee4965f-195f-4f7d-930b-3fc4fb56b37b
ab0b93da-bc43-44d2-982b-f27885df3342,2025-07-14 02:12:56.423905,PROD-27347AEF,Licor de cacao,SKU-739710,SUP-877FCD8B,Restauración Castellana S.A.,1714,397,1317,42,71,430,441,14.52,2025-06-19,2025-10-04,388.5,544288.5,2026-09-16,BATCH-2677-87,Almacén Oeste,Pasillo-15-Estante-8-Nivel-2,3,False,2025-10-04,Producto de alta rotación,bee4965f-195f-4f7d-930b-3fc4fb56b37b
c1281e2d-7ffa-444a-9cde-ca235f3a4e34,2025-07-14 02:12:56.423905,PROD-27347AEF,Licor de cacao,SKU-739710,SUP-877FCD8B,Restauración Castellana S.A.,1696,397,1299,42,71,430,441,14.52,2025-06-19,2025-10-04,388.5,544288.5,2026-09-16,BATCH-2677-87,Almacén Oeste,Pasillo-15-Estante-8-Nivel-2,3,False,2025-10-05,Producto de alta rotación,bee4965f-195f-4f7d-930b-3fc4fb56b37b
1c458073-02b9-43e6-ab1c-616da5890785,2025-07-14 02:12:56.423905,PROD-27347AEF,Licor de cacao,SKU-739710,SUP-877FCD8B,Restauración Castellana S.A.,1681,397,1284,42,71,430,441,14.52,2025-06-19,2025-10-04,388.5,544288.5,2026-09-16,BATCH-2677-87,Almacén Oeste,Pasillo-15-Estante-8-Nivel-2,3,False,2025-10-06,Producto de alta rotación,bee4965f-195f-4f7d-930b-3fc4fb56b37b
73ca4d7f-4965-429d-928c-9e3deb079234,2025-07-14 02:12:56.423905,PROD-27347AEF,Licor de cacao,SKU-739710,SUP-877FCD8B,Restauración Castellana S.A.,1663,397,1266,42,71,430,441,14.52,2025-06-19,2025-10-04,388.5,544288.5,2026-09-16,BATCH-2677-87,Almacén Oeste,Pasillo-15-Estante-8-Nivel-2,3,False,2025-10-07,Producto de alta rotación,bee4965f-195f-4f7d-930b-3fc4fb56b37b
9210b52d-da2e-4659-9960-696fe906e01a,2025-07-14 02:12:56.423905,PROD-27347AEF,Licor de cacao,SKU-739710,SUP-877FCD8B,Restauración Castellana S.A.,1648,397,1251,42,71,430,441,14.52,2025-06-19,2025-10-04,388.5,544288.5,2026-09-16,BATCH-2677-87,Almacén Oeste,Pasillo-15-Estante-8-Nivel-2,3,False,2025-10-08,Producto de alta rotación,bee4965f-195f-4f7d-930b-3fc4fb56b37b
c20ec9be-991d-4a9b-987f-ab1e4439456e,2025-07-14 02:12:56.423905,PROD-27347AEF,Licor de cacao,SKU-739710,SUP-877FCD8B,Restauración Castellana S.A.,1631,397,1234,42,71,430,441,14.52,2025-06-19,2025-10-04,388.5,544288.5,2026-09-16,BATCH-2677-87,Almacén Oeste,Pasillo-15-Estante-8-Nivel-2,3,False,2025-10-09,Producto de alta rotación,bee4965f-195f-4f7d-930b-3fc4fb56b37b
9aa2c20a-103e-4c37-9ac5-578b3e767fdd,2025-07-14 02:12:56.423905,PROD-27347AEF,Licor de cacao,SKU-739710,SUP-877FCD8B,Restauración Castellana S.A.,1619,397,1222,42,71,430,441,14.52,2025-06-19,2025-10-04,388.5,544288.5,2026-09-16,BATCH-2677-87,Almacén Oeste,Pasillo-15-Estante-8-Nivel-2,3,False,2025-10-10,Producto de alta rotación,bee4965f-195f-4f7d-930b-3fc4fb56b37b
2ca7f020-1b56-4918-9363-05743af76c84,2025-07-14 02:12:56.423905,PROD-27347AEF,Licor de cacao,SKU-739710,SUP-877FCD8B,Restauración Castellana S.A.,1608,397,1211,42,71,430,441,14.52,2025-06-19,2025-10-04,388.5,544288.5,2026-09-16,BATCH-2677-87,Almacén Oeste,Pasillo-15-Estante-8-Nivel-2,3,False,2025-10-11,Producto de alta rotación,bee4965f-195f-4f7d-930b-3fc4fb56b37b
3b8e14df-05ba-4fda-951d-f2131981088e,2025-07-14 02:12:56.423905,PROD-27347AEF,Licor de cacao,SKU-739710,SUP-877FCD8B,Restauración Castellana S.A.,1595,397,1198,42,71,430,441,14.52,2025-06-19,2025-10-04,388.5,544288.5,2026-09-16,BATCH-2677-87,Almacén Oeste,Pasillo-15-Estante-8-Nivel-2,3,False,2025-10-12,Producto de alta rotación,bee4965f-195f-4f7d-930b-3fc4fb56b37b
6969bcfd-bd27-46d7-a3dd-fc93503fa635,2025-07-14 02:12:56.423905,PROD-27347AEF,Licor de cacao,SKU-739710,SUP-877FCD8B,Restauración Castellana S.A.,1570,397,1173,42,71,430,441,14.52,2025-06-19,2025-10-04,388.5,544288.5,2026-09-16,BATCH-2677-87,Almacén Oeste,Pasillo-15-Estante-8-Nivel-2,3,False,2025-10-13,Producto de alta rotación,bee4965f-195f-4f7d-930b-3fc4fb56b37b
