id,created_at,product_id,product_name,product_sku,supplier_id,supplier_name,quantity_on_hand,quantity_reserved,quantity_available,minimum_stock_level,reorder_point,optimal_stock_level,reorder_quantity,average_daily_usage,last_order_date,last_stock_count_date,unit_cost,total_value,expiration_date,batch_number,warehouse_location,shelf_location,stock_status,is_active,last_updated_at,notes,created_by_id
385127f0-571c-4754-a564-a38a9b094d10,2025-10-05 02:12:56.423905,PROD-04C14D4B,Pistachos,SKU-313639,SUP-7910310A,Hermanos Sabater S.A.,2258,354,1904,137,237,668,832,18.48,2025-07-01,2025-10-04,35.43,59841.27,2026-03-22,BATCH-8828-65,Almacén Este,Pasillo-20-Estante-9-Nivel-3,3,False,2025-10-01,Requiere revisión de inventario,4f3d58a5-ff53-48cd-95aa-0940e894bda8
d7f293b0-2d07-4c4a-901d-d1bdb37ec69e,2025-10-05 02:12:56.423905,PROD-04C14D4B,Pistachos,SKU-313639,SUP-7910310A,Hermanos Sabater S.A.,2236,354,1882,137,237,668,832,18.48,2025-07-01,2025-10-04,35.43,59841.27,2026-03-22,BATCH-8828-65,Almacén Este,Pasillo-20-Estante-9-Nivel-3,3,False,2025-10-02,Requiere revisión de inventario,4f3d58a5-ff53-48cd-95aa-0940e894bda8
dab8c935-d15c-40ac-93a3-1d2c75d46d62,2025-10-05 02:12:56.423905,PROD-04C14D4B,Pistachos,SKU-313639,SUP-7910310A,Hermanos Sabater S.A.,2214,354,1860,137,237,668,832,18.48,2025-07-01,2025-10-04,35.43,59841.27,2026-03-22,BATCH-8828-65,Almacén Este,Pasillo-20-Estante-9-Nivel-3,3,False,2025-10-03,Requiere revisión de inventario,4f3d58a5-ff53-48cd-95aa-0940e894bda8
4b0f477c-96b9-4e46-9481-20414c83de07,2025-10-05 02:12:56.423905,PROD-04C14D4B,Pistachos,SKU-313639,SUP-7910310A,Hermanos Sabater S.A.,2193,354,1839,137,237,668,832,18.48,2025-07-01,2025-10-04,35.43,59841.27,2026-03-22,BATCH-8828-65,Almacén Este,Pasillo-20-Estante-9-Nivel-3,3,False,2025-10-04,Requiere revisión de inventario,4f3d58a5-ff53-48cd-95aa-0940e894bda8
53552c75-a231-44be-85fd-8b1865a0bb74,2025-10-05 02:12:56.423905,PROD-04C14D4B,Pistachos,SKU-313639,SUP-7910310A,Hermanos Sabater S.A.,2174,354,1820,137,237,668,832,18.48,2025-07-01,2025-10-04,35.43,59841.27,2026-03-22,BATCH-8828-65,Almacén Este,Pasillo-20-Estante-9-Nivel-3,3,False,2025-10-05,Requiere revisión de inventario,4f3d58a5-ff53-48cd-95aa-0940e894bda8
0db7a9c3-792b-4e99-9b1b-54c9f0ebc851,2025-10-05 02:12:56.423905,PROD-04C14D4B,Pistachos,SKU-313639,SUP-7910310A,Hermanos Sabater S.A.,2158,354,1804,137,237,668,832,18.48,2025-07-01,2025-10-04,35.43,59841.27,2026-03-22,BATCH-8828-65,Almacén Este,Pasillo-20-Estante-9-Nivel-3,3,False,2025-10-06,Requiere revisión de inventario,4f3d58a5-ff53-48cd-95aa-0940e894bda8
6eb8f0e2-4410-480e-b986-e2801158efba,2025-10-05 02:12:56.423905,PROD-04C14D4B,Pistachos,SKU-313639,SUP-7910310A,Hermanos Sabater S.A.,2139,354,1785,137,237,668,832,18.48,2025-07-01,2025-10-04,35.43,59841.27,2026-03-22,BATCH-8828-65,Almacén Este,Pasillo-20-Estante-9-Nivel-3,3,False,2025-10-07,Requiere revisión de inventario,4f3d58a5-ff53-48cd-95aa-0940e894bda8
fdbeea8b-5202-4c6e-aa4d-b82f61253243,2025-10-05 02:12:56.423905,PROD-04C14D4B,Pistachos,SKU-313639,SUP-7910310A,Hermanos Sabater S.A.,2117,354,1763,137,237,668,832,18.48,2025-07-01,2025-10-04,35.43,59841.27,2026-03-22,BATCH-8828-65,Almacén Este,Pasillo-20-Estante-9-Nivel-3,3,False,2025-10-08,Requiere revisión de inventario,4f3d58a5-ff53-48cd-95aa-0940e894bda8
130c08cb-4491-4d2b-b960-5dd9ea30a865,2025-10-05 02:12:56.423905,PROD-04C14D4B,Pistachos,SKU-313639,SUP-7910310A,Hermanos Sabater S.A.,2100,354,1746,137,237,668,832,18.48,2025-07-01,2025-10-04,35.43,59841.27,2026-03-22,BATCH-8828-65,Almacén Este,Pasillo-20-Estante-9-Nivel-3,3,False,2025-10-09,Requiere revisión de inventario,4f3d58a5-ff53-48cd-95aa-0940e894bda8
22c803c8-ed87-48f1-956f-de34f1d67e1e,2025-10-05 02:12:56.423905,PROD-04C14D4B,Pistachos,SKU-313639,SUP-7910310A,Hermanos Sabater S.A.,2058,354,1704,137,237,668,832,18.48,2025-07-01,2025-10-04,35.43,59841.27,2026-03-22,BATCH-8828-65,Almacén Este,Pasillo-20-Estante-9-Nivel-3,3,False,2025-10-10,Requiere revisión de inventario,4f3d58a5-ff53-48cd-95aa-0940e894bda8
