valor_real,prediccion,error,error_abs
4368.000053465366,3957.610594332218,-410.3894591331482,410.3894591331482
4405.000155866146,3961.2363481521606,-443.76380771398544,443.76380771398544
4429.000014960766,3984.938567876816,-444.06144708395004,444.06144708395004
4455.000118017197,4004.8079136013985,-450.1922044157982,450.1922044157982
4471.0001519322395,4023.8357377052307,-447.1644142270088,447.1644142270088
4119.0001729130745,4040.2549982070923,-78.74517470598221,78.74517470598221
4517.999939918518,3913.6282405257225,-604.3716993927956,604.3716993927956
4210.99988847971,4009.2165049910545,-201.7833834886551,201.7833834886551
3951.000008583069,3945.621404349804,-5.378604233264923,5.378604233264923
4078.9998963475227,3805.333920121193,-273.6659762263298,273.6659762263298
4053.000176846981,3796.825116276741,-256.17506057024,256.17506057024
4029.999864399433,3786.4556828141212,-243.5441815853119,243.5441815853119
4002.9998311400414,3756.9583171606064,-246.04151397943497,246.04151397943497
3989.0000411868095,3744.930004477501,-244.07003670930862,244.07003670930862
3973.9999374747276,3714.447283744812,-259.5526537299156,259.5526537299156
3934.999974668026,3695.0516295433044,-239.94834512472153,239.94834512472153
3918.999940752983,3679.147484600544,-239.85245615243912,239.85245615243912
3901.9999766349792,3661.4214491844177,-240.57852745056152,240.57852745056152
3886.9998729228973,3646.4980566501617,-240.5018162727356,240.5018162727356
3840.000084936619,3632.803577184677,-207.19650775194168,207.19650775194168
4002.9998311400414,3607.098428606987,-395.90140253305435,395.90140253305435
4002.9998311400414,3659.392438530922,-343.6073926091194,343.6073926091194
4101.9998252391815,3683.1498903036118,-418.84993493556976,418.84993493556976
4143.999962210655,3727.8721234202385,-416.1278387904167,416.1278387904167
2706.9999606907368,2894.5463249087334,187.5463642179966,187.5463642179966
3113.9999364316463,2825.6401258707047,-288.3598105609417,288.3598105609417
2613.9999313652515,2951.8146711587906,337.81473979353905,337.81473979353905
2591.9999326765537,2817.186362296343,225.18642961978912,225.18642961978912
2591.9999326765537,2772.9644778370857,180.964545160532,180.964545160532
3068.000078648329,2741.4012801647186,-326.59879848361015,326.59879848361015
3721.9998827576637,2899.854163080454,-822.1457196772099,822.1457196772099
2975.9999795258045,3171.821178495884,195.82119897007942,195.82119897007942
3146.999934464693,3049.012144356966,-97.98779010772705,97.98779010772705
3179.000002294779,3060.4300278425217,-118.56997445225716,118.56997445225716
3792.999913394451,3093.043209761381,-699.95670363307,699.95670363307
3763.0000895261765,3330.2727189660072,-432.7273705601692,432.7273705601692
3692.99998909235,3445.9719693660736,-247.0280197262764,247.0280197262764
3644.9998873472214,3500.9232544898987,-144.0766328573227,144.0766328573227
3606.9998547434807,3465.181215405464,-141.8186393380165,141.8186393380165
3837.9998409748077,3485.6953185796738,-352.304522395134,352.304522395134
3527.9999989271164,3580.2004212141037,52.200422286987305,52.200422286987305
3301.0001170635223,3542.0270213484764,241.02690428495407,241.02690428495407
3458.999828696251,3434.002724289894,-24.99710440635681,24.99710440635681
3410.0001803040504,3435.8890521526337,25.88887184858322,25.88887184858322
3380.9999030828476,3405.220690369606,24.220787286758423,24.220787286758423
3331.999871134758,3380.176025032997,48.176153898239136,48.176153898239136
3562.999857366085,3356.4546275138855,-206.54522985219955,206.54522985219955
2789.999920874834,3396.5032321214676,606.5033112466335,606.5033112466335
55.99999884143472,551.1396076530218,495.1396088115871,495.1396088115871
15.999999454943463,327.01917573809624,311.0191762831528,311.0191762831528
138.00000485032797,212.3380744457245,74.33806959539652,74.33806959539652
138.00000485032797,232.00145065784454,94.00144580751657,94.00144580751657
1132.0000022649765,232.50659376382828,-899.4934085011482,899.4934085011482
394.99999824911356,529.8161056637764,134.81610741466284,134.81610741466284
359.9999959766865,486.5784256160259,126.57842963933945,126.57842963933945
290.9999935515225,404.5185609161854,113.51856736466289,113.51856736466289
686.0000157728791,417.0077160000801,-268.992299772799,268.992299772799
767.0000196620822,566.4873088896275,-200.51271077245474,200.51271077245474
1060.0000414252281,684.9774078279734,-375.02263359725475,375.02263359725475
462.99999855458736,885.2274307608604,422.2274322062731,422.2274322062731
990.000036880374,727.1049812436104,-262.8950556367636,262.8950556367636
949.0000218898058,846.4928886294365,-102.5071332603693,102.5071332603693
905.0000245124102,901.0299333930016,-3.9700911194086075,3.9700911194086075
861.9999573379755,924.983190447092,62.983233109116554,62.983233109116554
1018.0000003427267,918.5037808120251,-99.49621953070164,99.49621953070164
723.0000222846866,973.7780199944973,250.77799770981073,250.77799770981073
644.0000226348639,882.2144074738026,238.2143848389387,238.2143848389387
607.9999942705035,841.3778831809759,233.3778889104724,233.3778889104724
577.0000004768372,796.701437048614,219.70143657177687,219.70143657177687
541.9999982044101,761.5579848736525,219.55798666924238,219.55798666924238
423.00000965595245,729.4927125424147,306.4927028864622,306.4927028864622
333.99998880922794,676.5222059190273,342.5222171097994,342.5222171097994
2813.9999717473984,2538.9269207417965,-275.0730510056019,275.0730510056019
2786.0000082850456,2542.1804335713387,-243.81957471370697,243.81957471370697
2761.0000272095203,2522.4994137883186,-238.5006134212017,238.5006134212017
2736.000046133995,2522.8484496474266,-213.15159648656845,213.15159648656845
2656.0000683367252,2501.25770509243,-154.74236324429512,154.74236324429512
2624.0000005066395,2455.9175634384155,-168.08243706822395,168.08243706822395
2552.000039666891,2420.1947021484375,-131.8053375184536,131.8053375184536
1767.9999120533466,2373.8530960679054,605.8531840145588,605.8531840145588
2492.9999385774136,2014.1039456427097,-478.8959929347038,478.8959929347038
2525.0000064074993,2148.565407693386,-376.43459871411324,376.43459871411324
2404.9999438226223,2254.553406536579,-150.44653728604317,150.44653728604317
2170.999975204468,2221.3917396962643,50.39176449179649,50.39176449179649
1961.9999876618385,2102.7600127458572,140.7600250840187,140.7600250840187
2003.9999328553677,1959.0147721767426,-44.98516067862511,44.98516067862511
2030.0000359117985,1901.5596342086792,-128.44040170311928,128.44040170311928
2065.0000861287117,1924.905530512333,-140.09455561637878,140.09455561637878
2368.999963402748,1929.4725304841995,-439.5274329185486,439.5274329185486
2132.000012397766,2047.3202691972256,-84.67974320054054,84.67974320054054
2107.000031322241,2000.25086581707,-106.74916550517082,106.74916550517082
2197.0000782608986,1957.4283850193024,-239.57169324159622,239.57169324159622
2223.999919742346,1990.4744097590446,-233.52550998330116,233.52550998330116
2255.0000573694706,2019.973309636116,-235.02674773335457,235.02674773335457
2465.999905318022,2045.8602637052536,-420.1396416127682,420.1396416127682
1767.9999120533466,2151.9871097803116,383.98719772696495,383.98719772696495
4053.000176846981,3923.112426996231,-129.88774985074997,129.88774985074997
4088.0000352859497,3921.9840055704117,-166.01602971553802,166.01602971553802
4122.999893724918,3939.476071894169,-183.5238218307495,183.5238218307495
4165.000030696392,3948.698289692402,-216.30174100399017,216.30174100399017
4226.9999223947525,3985.7517063617706,-241.24821603298187,241.24821603298187
4313.999986946583,4025.345413684845,-288.6545732617378,288.6545732617378
4369.999913871288,4076.278183758259,-293.7217301130295,293.7217301130295
4405.000155866146,4122.111961841583,-282.88819402456284,282.88819402456284
4489.999976456165,4159.006202816963,-330.9937736392021,330.9937736392021
4588.0000403523445,4208.058398365974,-379.9416419863701,379.9416419863701
4632.00003772974,4266.777736544609,-365.2223011851311,365.2223011851311
4689.999825060368,4313.098247051239,-376.90157800912857,376.90157800912857
4737.999926805496,4358.004203438759,-379.99572336673737,379.99572336673737
4786.000028550625,4397.4567621946335,-388.54326635599136,388.54326635599136
4845.000129640102,4434.038788676262,-410.9613409638405,410.9613409638405
4989.99998152256,4473.900218009949,-516.0997635126114,516.0997635126114
5111.999904513359,4538.869215846062,-573.1306886672974,573.1306886672974
5160.999936461449,4606.036372482777,-554.963563978672,554.963563978672
5315.999857485294,4655.411905646324,-660.5879518389702,660.5879518389702
5378.000132739544,4725.300007760525,-652.7001249790192,652.7001249790192
5422.0001301169395,4778.949887752533,-643.0502423644066,643.0502423644066
5471.000162065029,4820.845697522163,-650.1544645428658,650.1544645428658
5557.99984306097,4859.940015077591,-698.0598279833794,698.0598279833794
5512.999915480614,4903.993710279465,-609.006205201149,609.006205201149
4460.000152587891,4123.97757768631,-336.0225749015808,336.0225749015808
4479.999907314777,4144.526968002319,-335.47293931245804,335.47293931245804
4495.000011026859,4157.5337317585945,-337.46627926826477,337.46627926826477
4229.000166356564,4170.1316249370575,-58.86854141950607,58.86854141950607
4246.000130474567,4093.27929854393,-152.72083193063736,152.72083193063736
4088.9999654889107,4056.355140209198,-32.64482527971268,32.64482527971268
4208.000097870827,3984.99840259552,-223.0016952753067,223.0016952753067
4277.999814748764,3986.036304831505,-291.9635099172592,291.9635099172592
4187.999959588051,4004.581999182701,-183.41796040534973,183.41796040534973
4141.000171601772,3978.8607412576675,-162.13943034410477,162.13943034410477
4119.0001729130745,3942.6407915353775,-176.359381377697,176.359381377697
4104.000069200993,3924.500132203102,-179.49993699789047,179.49993699789047
4071.000071167946,3905.2494621276855,-165.75060904026031,165.75060904026031
4049.000072479248,3890.4357665777206,-158.5643059015274,158.5643059015274
4033.999968767166,3872.347654402256,-161.65231436491013,161.65231436491013
4018.9998650550842,3851.9467002153397,-167.05316483974457,167.05316483974457
4002.9998311400414,3835.9217351675034,-167.078095972538,167.078095972538
3989.0000411868095,3821.559101343155,-167.44093984365463,167.44093984365463
3968.9999029040337,3808.378203213215,-160.6216996908188,160.6216996908188
4549.000077545643,3793.168294429779,-755.8317831158638,755.8317831158638
4533.0000436306,3976.929920911789,-556.070122718811,556.070122718811
4119.0001729130745,4060.3264778852463,-58.67369502782822,58.67369502782822
4153.000101149082,3974.3953835964203,-178.6047175526619,178.6047175526619
4411.000120639801,3953.8567328453064,-457.14338779449463,457.14338779449463
2379.999962747097,2222.3615607619286,-157.63840198516846,157.63840198516846
2357.999964058399,2215.581059753895,-142.4189043045044,142.4189043045044
2332.999982982874,2223.5663098096848,-109.43367317318916,109.43367317318916
2311.999914497137,2201.8054582178593,-110.1944562792778,110.1944562792778
2286.999933421612,2180.431422740221,-106.56851068139076,106.56851068139076
2271.0000912845135,2159.824499040842,-111.17559224367142,111.17559224367142
2247.99997061491,2142.111696302891,-105.88827431201935,105.88827431201935
2200.999990850687,2123.4457571804523,-77.55423367023468,77.55423367023468
2222.999989539385,2093.3203187584877,-129.67967078089714,129.67967078089714
2179.99992236495,2087.196465432644,-92.80345693230629,92.80345693230629
1950.9999883174896,2066.4746667444706,115.47467842698097,115.47467842698097
2164.000080227852,1957.0496235787868,-206.95045664906502,206.95045664906502
1848.000081628561,1992.9180443286896,144.91796270012856,144.91796270012856
1865.0000457465649,1884.2409351468086,19.24088940024376,19.24088940024376
1882.9999400675297,1827.5636485219002,-55.4362915456295,55.4362915456295
1906.000060737133,1816.4146377146244,-89.58542302250862,89.58542302250862
1925.0000770390034,1812.9612922668457,-112.03878477215767,112.03878477215767
1970.00000461936,1810.4374945163727,-159.5625101029873,159.5625101029873
1992.9999335110188,1836.4040364325047,-156.5958970785141,156.5958970785141
2017.999914586544,1842.1650458872318,-175.8348686993122,175.8348686993122
2057.9999993741512,1864.1669623553753,-193.83303701877594,193.83303701877594
2123.0000652372837,1892.5608377158642,-230.43922752141953,230.43922752141953
2535.0000755488873,1934.74508151412,-600.2549940347672,600.2549940347672
2028.999913930893,2128.3474096655846,99.34749573469162,99.34749573469162
1612.999991029501,1185.4600220918655,-427.5399689376354,427.5399689376354
1626.9999727606773,1181.0284173488617,-445.97155541181564,445.97155541181564
1628.0000947415829,1184.8744281381369,-443.125666603446,443.125666603446
1629.9999551475048,1186.3964737951756,-443.60348135232925,443.60348135232925
1631.0000771284103,1188.0253397673368,-442.9747373610735,442.9747373610735
1613.999921232462,1189.3843741714954,-424.6155470609665,424.6155470609665
1609.0000784397125,1183.9205246418715,-425.0795537978411,425.0795537978411
1615.9999734163284,1180.1011709868908,-435.89880242943764,435.89880242943764
1612.00006082654,1181.3506042957306,-430.6494565308094,430.6494565308094
1607.999956458807,1179.3262922018766,-428.67366425693035,428.67366425693035
1606.0000001639128,1176.7482212930918,-429.251778870821,429.251778870821
1604.0000438690186,1174.395968914032,-429.6040749549866,429.6040749549866
1601.999991685152,1171.706187352538,-430.29380433261395,430.29380433261395
1578.00003670156,1169.9961034208536,-408.0039332807064,408.0039332807064
1599.0000092983246,1160.8202958852053,-438.1797134131193,438.1797134131193
1596.999957114458,1163.8674556463957,-433.1325014680624,433.1325014680624
1592.0000184327364,1163.0436734855175,-428.9563449472189,428.9563449472189
1590.9999923408031,1160.8484872430563,-430.15150509774685,430.15150509774685
1589.99996624887,1159.4376727938652,-430.5622934550047,430.5622934550047
1589.000036045909,1158.1342539936304,-430.8657820522785,430.8657820522785
1578.00003670156,1156.588907316327,-421.4111293852329,421.4111293852329
1600.0000353902578,1153.343257382512,-446.65677800774574,446.65677800774574
1610.9999388456345,1158.9148861169815,-452.08505272865295,452.08505272865295
1621.9999381899834,1164.2924355715513,-457.70750261843204,457.70750261843204
1540.0000040978193,1158.6312465369701,-381.3687575608492,381.3687575608492
1567.000037357211,1199.9023396521807,-367.09769770503044,367.09769770503044
1593.9999747276306,1224.003553390503,-369.9964213371277,369.9964213371277
1628.0000947415829,1246.820909678936,-381.17918506264687,381.17918506264687
1148.0000361800194,1272.8401905298233,124.84015434980392,124.84015434980392
